,Group_NR,Question,Sentence,Answer,Label,Similarity_score
4025,412,what does 3g network mean,third generation mobile telecommunication technology,3g telecommunication network support service provide information transfer rate least 200 kbit/s,0,0.6570772079488897
4026,412,what does 3g network mean,third generation mobile telecommunication technology,however many service advertised 3g provide higher speed minimum technical requirement 3g service,0,0.587720672104046
4027,412,what does 3g network mean,third generation mobile telecommunication technology,recent 3g release often denoted 3.5g 3.75g also provide mobile broadband access several mbit/s smartphones mobile modem laptop computer,0,0.6901359124040713
4028,412,what does 3g network mean,third generation mobile telecommunication technology,3g find application wireless voice telephony mobile internet access fixed wireless internet access video call mobile tv,0,0.7660169284997677
4029,413,what does Mazel tov! mean,express congratulation happy significant occasion event,mazel tov written wine glass tag,0,0.4816036915753435
4030,413,what does Mazel tov! mean,express congratulation happy significant occasion event,traditionally groom break glass guest shout `` mazel tov ``,0,0.5594082393105403
4031,413,what does Mazel tov! mean,express congratulation happy significant occasion event,birthday cake iced word `` mzl Tvb `` mazal tov often done israel,0,0.5639102349813897
4032,413,what does Mazel tov! mean,express congratulation happy significant occasion event,phrase written hebrew cursive,0,0.33942425590784087
4033,413,what does Mazel tov! mean,express congratulation happy significant occasion event,mazel tov `` mazal tov `` hebrew yiddish `` mzl Tvb `` hebrew `` mazal tov `` yiddish `` mazel tov `` lit,0,0.29735601265866013
4034,413,what does Mazel tov! mean,express congratulation happy significant occasion event,good luck phrase used express congratulation happy significant occasion event,1,0.934042001686872
4035,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,hepatitis c infectious disease affecting primarily liver caused hepatitis c virus hcv,0,0.6384109798770248
4036,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,infection often asymptomatic chronic infection lead scarring liver ultimately cirrhosis generally apparent many year,0,0.7169981993335452
4037,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,case cirrhosis go develop liver failure liver cancer life-threatening esophageal gastric varix,0,0.7279888284160382
4038,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,hcv spread primarily blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,1,0.9848806376757272
4039,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,estimated 130-200 million people worldwide infected,0,0.5525925556799486
4040,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,existence originally `` non- non- b hepatitis `` postulated 1970s proven 1989,0,0.4378308669139714
4041,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,infects human chimpanzee,0,0.3734282222791699
4042,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,virus persists liver 85 infected,0,0.6057414451405295
4043,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,persistent infection treated medication standard therapy combination peginterferon ribavirin either boceprevir telaprevir added case,0,0.788642610792032
4044,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,overall 50-80 people treated cured,0,0.6403396972703564
4045,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,develop cirrhosis liver cancer may require liver transplant,0,0.7238713400465739
4046,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,leading liver transplantation though virus usually recurs transplantation,0,0.6733721109248735
4047,414,How Do You Get Hepatitis C,blood-to-blood contact associated intravenous drug use poorly sterilized medical equipment transfusion,vaccine available,0,0.5847373352657371
4048,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,flexible spending account fsa also known flexible spending arrangement one number tax-advantaged financial account set cafeteria plan employer united state,0,0.9064840554446928
4049,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,1,1.0
4050,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,money deducted employee 's pay fsa subject payroll tax resulting substantial payroll tax saving,0,0.8608865519551063
4051,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,one significant disadvantage using fsa fund used end plan year lost employee known `` use lose `` rule,0,0.8101142346040934
4052,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,common type flexible spending account medical expense fsa also medical fsa health fsa similar health saving account hsa health reimbursement account hra,0,0.8514187390106381
4053,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,however hsas hras almost exclusively used component consumer driven health care plan medical fsas commonly offered traditional health plan well,0,0.864654713159207
4054,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,addition fund health saving account lost plan year unlike fund fsa,0,0.8567518175051658
4055,415,how does flexible spending account work,fsa allows employee set aside portion earnings pay qualified expense established cafeteria plan commonly medical expense often dependent care expense,paper form fsa debit card also known flexcard may used access account fund,0,0.7920439166327153
4056,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee you.s state located southeastern united state,0,0.7354923132447712
4057,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee 36th extensive 17th populous 50 united state,0,0.717609058448005
4058,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee bordered kentucky virginia north north carolina east georgia alabama mississippi south arkansas missouri west,0,0.5191446663139905
4059,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,appalachian mountain dominate eastern part state mississippi river form state 's western border,0,0.7262477967429354
4060,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,"tennessee 's capital second largest city nashville population 609,644",0,0.6884591445419861
4061,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,"memphis state 's largest city population 652,050",0,0.7124211029850611
4062,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,state tennessee rooted watauga association 1772 frontier pact generally regarded first constitutional government west appalachian,0,0.795799632575295
4063,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee initially part north carolina later part southwest territory,0,0.7299998612803119
4064,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee admitted union 16th state june 1 1796,0,0.7736173101100755
4065,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,1,1.0
4066,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee furnished soldier confederate army state soldier union army southern state,0,0.8295110800064444
4067,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,20th century tennessee transitioned agrarian economy diversified economy aided time federal entity tennessee valley authority,0,0.7587935689644066
4068,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,early 1940s city oak ridge established house manhattan project 's uranium enrichment facility helping build world 's first atomic bomb,0,0.6732485153706703
4069,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee played critical role development many form american popular music including rock roll blue country rockabilly,0,0.6380206434803762
4070,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,beale street memphis considered many birthplace blue musician w.c. handy performing club early 1909,0,0.6010884611292256
4071,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,memphis also home sun record musician elvis presley isaac hayes johnny cash carl perkins jerry lee lewis roy orbison charlie rich began recording career rock roll took shape 1950s,0,0.49051278212965044
4072,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,1927 victor recording session bristol generally mark beginning country music genre rise grand ole opry 1930s helped make nashville center country music recording industry,0,0.6707431491016272
4073,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,three brick mortar museum recognize tennessee 's role nurturing various form popular music memphis rock n soul museum country music hall fame museum nashville international rock-a-billy museum jackson,0,0.6393255661142787
4074,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,addition rockabilly hall fame online site recognizing development rockabilly tennessee played crucial role based nashville,0,0.5917959892145008
4075,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,tennessee 's major industry include agriculture manufacturing tourism,0,0.589519779986759
4076,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,poultry soybean cattle state 's primary agricultural product major manufacturing export include chemical transportation equipment electrical equipment,0,0.534862597010311
4077,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,great smoky mountain national park nation 's visited national park headquartered eastern part state section appalachian trail roughly follows tennessee-north carolina border,0,0.7155874369744715
4078,416,how tennessee became a state,tennessee last state leave union join confederacy outbreak you.s civil war 1861 first state readmitted union end war,major tourist attraction include tennessee aquarium chattanooga sunsphere knoxville dollywood pigeon forge parthenon country music hall fame museum ryman auditorium nashville elvis presley 's graceland residence tomb memphis,0,0.49988970040326663
4079,417,how many baseball teams usa,30,headquarters major league baseball 245 park avenue midtown manhattan new york city usa,0,0.19949265055676632
4080,417,how many baseball teams usa,30,major league baseball mlb professional baseball league consisting team play national league american league,0,0.18602453779387323
4081,417,how many baseball teams usa,30,dating 1876 1901 respectively two league merged 2000 single organization led commissioner baseball 100 year separate legal entity,0,0.36076846635922183
4082,417,how many baseball teams usa,30,mlb constitutes one major professional sport league united state canada,0,0.2102142044407265
4083,417,how many baseball teams usa,30,composed 30 team -- 29 united state one canada,1,0.5703814453629497
4084,417,how many baseball teams usa,30,team mlb play 162 game season six month april september,0,0.3738291198252724
4085,417,how many baseball teams usa,30,five team league advance four-round postseason tournament culminates world series best-of-seven-games championship series two league champion date 1903,0,0.31732638922917017
4086,417,how many baseball teams usa,30,organization oversees many minor-league baseball league operate 240 team affiliated major-league club,0,0.25210691730285156
4087,417,how many baseball teams usa,30,international baseball federation league also manages international world baseball classic tournament,0,0.15377756482926871
4088,417,how many baseball teams usa,30,mlb highest season attendance sport league world nearly 75 million spectator 2012,0,0.37322837134471615
4089,418,what county is coatesville indiana located in,hendricks county,coatesville town clay township hendricks county indiana united state,1,0.807842648347657
4090,418,what county is coatesville indiana located in,hendricks county,population 523 2010 census,0,0.2508615027808181
4091,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,delaware you.s state located atlantic coast mid-atlantic region united state,0,0.6763381810797512
4092,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,bordered south west maryland northeast new jersey north pennsylvania,0,0.4896820194251493
4093,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,state take name thomas west 3rd baron de la warr english nobleman virginia 's first colonial governor called cape henlopen originally named,0,0.6251554778846775
4094,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,delaware located northeastern portion delmarva peninsula second smallest sixth least populous sixth densely populated fifty united state,0,0.6643705634479707
4095,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,delaware divided three county,0,0.6255386811833191
4096,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,north south three county new castle kent sussex,0,0.47699469075365214
4097,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,southern two county historically predominantly agricultural new castle county industrialized,0,0.6389719749965532
4098,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,coastline explored european 16th century delaware inhabited several group native american including lenape north nanticoke south,0,0.5427899152885912
4099,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,initially colonized dutch trader zwaanendael located near present town lewes 1631,0,0.43271430324479343
4100,419,how does Delaware support its claim to being the first state?,first state ratify constitution united state,delaware one 13 colony participating american revolution december 7 1787 became first state ratify constitution united state thereby becoming known first state,1,0.8905701142180493
4101,419,how many amendments in the US constitution,twenty-seven,complete list ratified unratified amendment united state constitution received approval united state congress,0,0.3878380836249679
4102,419,how many amendments in the US constitution,twenty-seven,twenty-seven amendment ratified since original signing constitution first ten known collectively bill right,1,0.6832839997814623
4103,419,how many amendments in the US constitution,twenty-seven,procedure amending united state constitution governed article v original text,0,0.35723964330608543
4104,419,how many amendments in the US constitution,twenty-seven,many proposal amendment united state constitution introduced congress submitted state,0,0.4174827088234133
4105,419,how many amendments in the US constitution,twenty-seven,amendment take effect must proposed state two-thirds vote house congress convention known article v convention called two-thirds state ratified three-fourths state three-fourths convention thereof method ratification determined congress time proposal,0,0.6244034206231757
4106,419,how many amendments in the US constitution,twenty-seven,date convention proposing amendment called state once -- in 1933 ratification twenty-first amendment -- ha convention method ratification employed,0,0.5709691261230488
4107,420,what does fidelity do,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,fmr llc fidelity management research fidelity investment american multinational financial service corporation,0,0.8441280387134925
4108,420,what does fidelity do,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,one largest mutual fund financial service group world,0,0.8891201247809055
4109,420,what does fidelity do,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,founded 1946 serf north american investor,0,0.5296264536905806
4110,420,what does fidelity do,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,fidelity venture venture capital arm,0,0.7069264328295115
4111,420,what does fidelity do,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,fidelity international limited fil international affiliate founded 1969 serving country rest world,0,0.7506023915762915
4112,420,what does fidelity do,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,september 2011 fil rebranded 'fidelity worldwide investment,0,0.6192580783467994
4113,420,what does fidelity do,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,fidelity investment manages large family mutual fund provides fund distribution investment advice service well providing discount brokerage service retirement service wealth management security execution clearance life insurance number service,1,1.0
4114,421,what causes thunder sound,turn expansion air creates sonic shock wave similar sonic boom produce sound thunder often referred clap crack peal thunder,thunder sound caused lightning,1,0.8395673658988735
4115,421,what causes thunder sound,turn expansion air creates sonic shock wave similar sonic boom produce sound thunder often referred clap crack peal thunder,depending nature lightning distance listener thunder range sharp loud crack long low rumble brontide,0,0.86645778755516
4116,421,what causes thunder sound,turn expansion air creates sonic shock wave similar sonic boom produce sound thunder often referred clap crack peal thunder,sudden increase pressure temperature lightning produce rapid expansion air surrounding within bolt lightning,0,0.7926701501188386
4117,421,what causes thunder sound,turn expansion air creates sonic shock wave similar sonic boom produce sound thunder often referred clap crack peal thunder,turn expansion air creates sonic shock wave similar sonic boom produce sound thunder often referred clap crack peal thunder,1,1.0
4118,421,what causes thunder sound,turn expansion air creates sonic shock wave similar sonic boom produce sound thunder often referred clap crack peal thunder,distance lightning calculated listener based time interval lightning seen sound heard,0,0.7709992802323119
4119,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,martin luther king jr. day united state federal holiday marking birthday rev dr. martin luther king jr,0,0.605291523060702
4120,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,observed third monday january year around time king 's birthday january 15,1,0.822383232676097
4121,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,floating holiday similar holiday set uniform monday holiday act though act predated establishment martin luther king jr. day 15 year,0,0.6615388556821225
4122,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,king chief spokesman nonviolent activism civil right movement successfully protested racial discrimination federal state law,0,0.31429772616915513
4123,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,campaign federal holiday king 's honor began soon assassination 1968,0,0.48063140173738433
4124,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,ronald reagan signed holiday law 1983 first observed january 20 1986,0,0.6413057731493843
4125,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,first state resisted observing holiday giving alternative name combining holiday,0,0.4931882750294054
4126,422,what day is the federal holiday for Martin Luther King Jr.,third monday january,officially observed 50 state first time 2000,0,0.48547555567807904
4127,423,what area code is 949,california contained mostly within south orange county,map right clickable click area code go page area code,0,0.605968693330851
4128,423,what area code is 949,california contained mostly within south orange county,area code red area code 949 others blue california area code,0,0.752956468772294
4129,423,what area code is 949,california contained mostly within south orange county,area code 949 area code california contained mostly within south orange county,1,0.9113427210402612
4130,423,what area code is 949,california contained mostly within south orange county,also includes small adjacent area northwest san diego county specifically part marine corp base camp pendleton san onofre state park,0,0.8472245022912297
4131,423,what area code is 949,california contained mostly within south orange county,april 18 1998 southern city orange county split 714 creating area code 949,0,0.8074855124473946
4132,423,what area code is 949,california contained mostly within south orange county,includes wealthiest community united state including city newport beach irvine lake forest portola hill coto de caza dove canyon aliso viejo trabuco canyon capistrano beach corona del mar laguna niguel laguna hill laguna wood newport coast foothill ranch robinson ranch mission viejo san juan capistrano rancho santa margarita ladera ranch dana point laguna beach san clemente,0,0.6215732028836308
4133,423,what area code is 949,california contained mostly within south orange county,costa mesa shared 949 714 area code split wilson street along newport boulevard,0,0.7273327240156184
4134,423,what area code is 949,california contained mostly within south orange county,small portion irvine also 714 area code north side culver drive i-5 jamboree road marketplace neighborhood northpark irvine,0,0.7331082635329726
4135,424,what does continuous improvement mean,ongoing effort improve product service process,continual improvement process also often called continuous improvement process abbreviated cip ci ongoing effort improve product service process,1,0.9294676048989349
4136,424,what does continuous improvement mean,ongoing effort improve product service process,effort seek `` incremental `` improvement time `` breakthrough `` improvement,0,0.5238194676098754
4137,424,what does continuous improvement mean,ongoing effort improve product service process,delivery customer valued process constantly evaluated improved light efficiency effectiveness flexibility,0,0.8550729234520443
4138,424,what does continuous improvement mean,ongoing effort improve product service process,see cips meta-process management system business process management quality management project management program management,0,0.8130673625403576
4139,424,what does continuous improvement mean,ongoing effort improve product service process,w. edward deming pioneer field saw part 'system whereby feedback process customer evaluated organisational goal,0,0.7864269759697239
4140,424,what does continuous improvement mean,ongoing effort improve product service process,fact called management process mean need executed 'management rather merely make decision implementation delivery process design delivery process,0,0.8594195230959664
4141,425,what area code is 810,eastern michigan,area code michigan,0,0.6942120585452602
4142,425,what area code is 810,eastern michigan,area code 810 telephone area code serving eastern michigan,1,0.6492062974745353
4143,426,how many babies are in a typical raccoon litter,two five,raccoon procyon lotor sometimes spelled racoon also known common raccoon north american raccoon northern raccoon colloquially coon medium-sized mammal native north america,0,0.3590698226400973
4144,426,how many babies are in a typical raccoon litter,two five,raccoon largest procyonid family body length body weight,0,0.4769118904053237
4145,426,how many babies are in a typical raccoon litter,two five,grayish coat mostly consists dense underfur insulates cold weather,0,0.36232912918694216
4146,426,how many babies are in a typical raccoon litter,two five,two raccoon 's distinctive feature extremely dexterous front paw facial mask theme mythology several native american tribe,0,0.5827602103515259
4147,426,how many babies are in a typical raccoon litter,two five,raccoon noted intelligence study showing able remember solution task three year,0,0.6644236603224264
4148,426,how many babies are in a typical raccoon litter,two five,diet omnivorous raccoon usually nocturnal consists 40 invertebrate 33 plant food 27 vertebrate,0,0.4137376980664816
4149,426,how many babies are in a typical raccoon litter,two five,original habitat raccoon deciduous mixed forest due adaptability extended range mountainous area coastal marsh urban area homeowner consider pest,0,0.4172196944970426
4150,426,how many babies are in a typical raccoon litter,two five,result escape deliberate introduction mid-20th century raccoon also distributed across european mainland caucasus region japan,0,0.457066966255821
4151,426,how many babies are in a typical raccoon litter,two five,though previously thought solitary evidence raccoon engage gender-specific social behavior,0,0.49825796796171945
4152,426,how many babies are in a typical raccoon litter,two five,related female often share common area unrelated male live together group four animal maintain position foreign male mating season potential invader,0,0.6426578435469433
4153,426,how many babies are in a typical raccoon litter,two five,home range size vary anywhere 3 hectare 7 acre female city 50 km2 20 sq mi male prairie,0,0.5091659241104315
4154,426,how many babies are in a typical raccoon litter,two five,gestation period 65 day two five young known `` kit `` born spring,1,0.6583088571792437
4155,426,how many babies are in a typical raccoon litter,two five,kit subsequently raised mother dispersion late fall,0,0.5471399308812929
4156,426,how many babies are in a typical raccoon litter,two five,although captive raccoon known live 20 year average life expectancy wild 1.8 3.1 year,0,0.5985944715554625
4157,426,how many babies are in a typical raccoon litter,two five,many area hunting vehicular injury two common cause death,0,0.6232268714932278
4158,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,2010 haiti earthquake catastrophic magnitude 7.0 mw earthquake epicenter near town leogane ouest department approximately west port-au-prince haiti 's capital,1,0.7147628518099064
4159,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,earthquake occurred 16:53 local time 21:53 utc tuesday 12 january 2010,0,0.5040296743134549
4160,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,24 january least 52 aftershock measuring 4.5 greater recorded,0,0.6006004001331623
4161,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,estimated three million people affected quake,0,0.6010163324647653
4162,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,"highest reliable death count estimated 220,000",0,0.43430476491932657
4163,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,haitian government estimate higher,0,0.47982937898544664
4164,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,"government haiti estimated 250,000 residence 30,000 commercial building collapsed severely damaged",0,0.46435026384511946
4165,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,earthquake caused major damage port-au-prince jacmel settlement region,0,0.5630931461129725
4166,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,many notable landmark building significantly damaged destroyed including presidential palace national assembly building port-au-prince cathedral main jail,0,0.3576527717482145
4167,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,among killed archbishop port-au-prince joseph serge miot opposition leader micha gaillard,0,0.18199875253930747
4168,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,headquarters united nation stabilization mission haiti minustah located capital collapsed killing many including mission 's chief hedi annabi,0,0.37629578981610295
4169,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,many country responded appeal humanitarian aid pledging fund dispatching rescue medical team engineer support personnel,0,0.3487223631804531
4170,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,communication system air land sea transport facility hospital electrical network damaged earthquake hampered rescue aid effort confusion charge air traffic congestion problem prioritisation flight complicated early relief work,0,0.44610648751062815
4171,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,port-au-prince 's morgue overwhelmed ten thousand body,0,0.2877435279459684
4172,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,buried mass graf,0,0.32506123038690404
4173,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,rescue tailed supply medical care sanitation became priority,0,0.3116492525401695
4174,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,delay aid distribution led angry appeal aid worker survivor looting sporadic violence observed,0,0.42771751506869987
4175,427,what kind of earthquake was haiti,catastrophic magnitude 7.0 mw earthquake,22 january united nation noted emergency phase relief operation drawing close following day haitian government officially called search survivor,0,0.42616688113897955
4176,428,what kind of horse was mr ed,palomino,mister ed fictional talking horse originally appearing short story walter r. brook later american television situation comedy produced filmways first aired syndication january 5 july 2 1961 cbs october 1 1961 february 6 1966,0,0.05035835024352428
4177,428,what kind of horse was mr ed,palomino,star show mister ed palomino horse could `` talk `` played gelding bamboo harvester voiced former western star allan lane went uncredited entire length series owner eccentric enormously klutzy yet friendly architect named wilbur post alan young,1,0.2028312849632443
4178,428,what kind of horse was mr ed,palomino,much program 's humor stemmed fact mister ed would speak wilbur well ed 's notoriety troublemaker,0,-0.00918055687887815
4179,428,what kind of horse was mr ed,palomino,running joke centered wilbur 's character huge klutz inadvertently causing harm others,0,0.009535544270281552
4180,428,what kind of horse was mr ed,palomino,according show 's producer arthur lubin young chosen lead character `` seemed like sort guy horse would talk ``,0,0.04165729996802892
4181,428,what kind of horse was mr ed,palomino,lubin friend mae west scored coup persuading screen icon guest star one episode,0,0.02640299578611722
4182,428,what kind of horse was mr ed,palomino,united state rerun aired nick nite march 3 1986 february 1 1993,0,0.004717887869294612
4183,428,what kind of horse was mr ed,palomino,sister station tv land also reran show 1996-98 2003-06,0,-0.01697463569061929
4184,428,what kind of horse was mr ed,palomino,series currently broadcast every morning tv along highway patrol patty duke show,0,-0.0369425873924021
4185,428,what kind of horse was mr ed,palomino,also currently broadcast hallmark movie channel,0,-0.06317534449989708
4186,428,what kind of horse was mr ed,palomino,january 1 2011 first two season show available hulu,0,-0.024229867760660335
4187,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,rapture term christian eschatology refers `` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,1,0.9907732942014437
4188,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,term `` rapture `` used least two sens,0,0.9021110557416679
4189,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,pre-tribulation view group people left behind earth another group literally leaf `` meet lord air ``,0,0.7882540491538494
4190,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,common use term especially among fundamentalist christian united state,0,0.4250636994587004
4191,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,older use term `` rapture `` simply synonym final resurrection generally without belief group people left behind earth extended tribulation period event 1 thessalonian 4:17,0,0.7229256156818351
4192,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,distinction important type christianity never refer `` rapture `` religious education might use older general sense word `` rapture `` referring happens final resurrection,0,0.8263045558627169
4193,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,many view among christian regarding timing christ 's return including whether occur one event two various view regarding destination aerial gathering described 1 thessalonian 4,0,0.4715503909690117
4194,429,What does Rapture meaning in a theological sense?,`` caught `` discussed 1 thessalonian 4:17 `` dead christ `` `` alive remain `` `` caught cloud `` meet `` lord air ``,denomination roman catholic orthodox christian lutheran christian reformed christian believe rapture sense general final resurrection christ return single time,0,0.3655171104257191
